2026-01-03 23:35:08 | MedicalAI | INFO     | setup_logger:106 | 日志文件已创建: logs/server.log
2026-01-03 23:37:47 | MedicalAI | INFO     | decorated_function:189 | [1767454667042-139636122853888] 请求成功
2026-01-03 23:37:47 | MedicalAI | INFO     | decorated_function:187 | [1767454667220-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:37:47 | MedicalAI | INFO     | decorated_function:189 | [1767454667220-139636122853888] 请求成功
2026-01-03 23:37:47 | MedicalAI | INFO     | decorated_function:187 | [1767454667392-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:37:47 | MedicalAI | INFO     | decorated_function:189 | [1767454667392-139636122853888] 请求成功
2026-01-03 23:37:47 | MedicalAI | INFO     | decorated_function:187 | [1767454667567-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:37:47 | MedicalAI | INFO     | decorated_function:189 | [1767454667567-139636122853888] 请求成功
2026-01-03 23:37:47 | MedicalAI | INFO     | decorated_function:187 | [1767454667746-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:37:47 | MedicalAI | INFO     | decorated_function:189 | [1767454667746-139636122853888] 请求成功
2026-01-03 23:37:47 | MedicalAI | INFO     | decorated_function:187 | [1767454667918-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:37:47 | MedicalAI | INFO     | decorated_function:189 | [1767454667918-139636122853888] 请求成功
2026-01-03 23:37:48 | MedicalAI | INFO     | decorated_function:187 | [1767454668093-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:37:48 | MedicalAI | INFO     | decorated_function:189 | [1767454668093-139636122853888] 请求成功
2026-01-03 23:37:48 | MedicalAI | INFO     | decorated_function:187 | [1767454668264-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:37:48 | MedicalAI | INFO     | decorated_function:189 | [1767454668264-139636122853888] 请求成功
2026-01-03 23:37:48 | MedicalAI | INFO     | decorated_function:187 | [1767454668441-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:37:48 | MedicalAI | INFO     | decorated_function:189 | [1767454668441-139636122853888] 请求成功
2026-01-03 23:37:48 | MedicalAI | INFO     | decorated_function:187 | [1767454668618-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:37:48 | MedicalAI | INFO     | decorated_function:189 | [1767454668618-139636122853888] 请求成功
2026-01-03 23:37:48 | MedicalAI | INFO     | decorated_function:187 | [1767454668793-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:37:48 | MedicalAI | INFO     | decorated_function:189 | [1767454668793-139636122853888] 请求成功
2026-01-03 23:37:48 | MedicalAI | INFO     | decorated_function:187 | [1767454668968-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:37:48 | MedicalAI | INFO     | decorated_function:189 | [1767454668968-139636122853888] 请求成功
2026-01-03 23:37:49 | MedicalAI | INFO     | decorated_function:187 | [1767454669145-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:37:49 | MedicalAI | INFO     | decorated_function:189 | [1767454669145-139636122853888] 请求成功
2026-01-03 23:37:49 | MedicalAI | INFO     | decorated_function:187 | [1767454669327-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:37:49 | MedicalAI | INFO     | decorated_function:189 | [1767454669327-139636122853888] 请求成功
2026-01-03 23:37:49 | MedicalAI | INFO     | decorated_function:187 | [1767454669500-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:37:49 | MedicalAI | INFO     | decorated_function:189 | [1767454669500-139636122853888] 请求成功
2026-01-03 23:37:49 | MedicalAI | INFO     | decorated_function:187 | [1767454669678-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:37:49 | MedicalAI | INFO     | decorated_function:189 | [1767454669678-139636122853888] 请求成功
2026-01-03 23:37:49 | MedicalAI | INFO     | decorated_function:187 | [1767454669855-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:37:49 | MedicalAI | INFO     | decorated_function:189 | [1767454669855-139636122853888] 请求成功
2026-01-03 23:37:50 | MedicalAI | INFO     | decorated_function:187 | [1767454670034-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:37:50 | MedicalAI | INFO     | decorated_function:189 | [1767454670034-139636122853888] 请求成功
2026-01-03 23:37:50 | MedicalAI | INFO     | decorated_function:187 | [1767454670216-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:37:50 | MedicalAI | INFO     | decorated_function:189 | [1767454670216-139636122853888] 请求成功
2026-01-03 23:37:50 | MedicalAI | INFO     | decorated_function:187 | [1767454670395-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:37:50 | MedicalAI | INFO     | decorated_function:189 | [1767454670395-139636122853888] 请求成功
2026-01-03 23:37:50 | MedicalAI | INFO     | decorated_function:187 | [1767454670575-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:37:50 | MedicalAI | INFO     | decorated_function:189 | [1767454670575-139636122853888] 请求成功
2026-01-03 23:37:50 | MedicalAI | INFO     | decorated_function:187 | [1767454670755-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:37:50 | MedicalAI | INFO     | decorated_function:189 | [1767454670755-139636122853888] 请求成功
2026-01-03 23:37:50 | MedicalAI | INFO     | decorated_function:187 | [1767454670936-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:37:50 | MedicalAI | INFO     | decorated_function:189 | [1767454670936-139636122853888] 请求成功
2026-01-03 23:37:51 | MedicalAI | INFO     | decorated_function:187 | [1767454671110-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:37:51 | MedicalAI | INFO     | decorated_function:189 | [1767454671110-139636122853888] 请求成功
2026-01-03 23:37:51 | MedicalAI | INFO     | decorated_function:187 | [1767454671283-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:37:51 | MedicalAI | INFO     | decorated_function:189 | [1767454671283-139636122853888] 请求成功
2026-01-03 23:37:51 | MedicalAI | INFO     | decorated_function:187 | [1767454671454-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:37:51 | MedicalAI | INFO     | decorated_function:189 | [1767454671454-139636122853888] 请求成功
2026-01-03 23:37:51 | MedicalAI | INFO     | decorated_function:187 | [1767454671625-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:37:51 | MedicalAI | INFO     | decorated_function:189 | [1767454671625-139636122853888] 请求成功
2026-01-03 23:37:51 | MedicalAI | INFO     | decorated_function:187 | [1767454671807-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:37:51 | MedicalAI | INFO     | decorated_function:189 | [1767454671807-139636122853888] 请求成功
2026-01-03 23:37:51 | MedicalAI | INFO     | decorated_function:187 | [1767454671984-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:37:51 | MedicalAI | INFO     | decorated_function:189 | [1767454671984-139636122853888] 请求成功
2026-01-03 23:37:52 | MedicalAI | INFO     | decorated_function:187 | [1767454672161-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:37:52 | MedicalAI | INFO     | decorated_function:189 | [1767454672161-139636122853888] 请求成功
2026-01-03 23:37:52 | MedicalAI | INFO     | decorated_function:187 | [1767454672340-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:37:52 | MedicalAI | INFO     | decorated_function:189 | [1767454672340-139636122853888] 请求成功
2026-01-03 23:37:52 | MedicalAI | INFO     | decorated_function:187 | [1767454672538-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:37:52 | MedicalAI | INFO     | decorated_function:189 | [1767454672538-139636122853888] 请求成功
2026-01-03 23:37:52 | MedicalAI | INFO     | decorated_function:187 | [1767454672710-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:37:52 | MedicalAI | INFO     | decorated_function:189 | [1767454672710-139636122853888] 请求成功
2026-01-03 23:37:52 | MedicalAI | INFO     | decorated_function:187 | [1767454672886-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:37:52 | MedicalAI | INFO     | decorated_function:189 | [1767454672886-139636122853888] 请求成功
2026-01-03 23:37:53 | MedicalAI | INFO     | decorated_function:187 | [1767454673061-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:37:53 | MedicalAI | INFO     | decorated_function:189 | [1767454673061-139636122853888] 请求成功
2026-01-03 23:37:53 | MedicalAI | INFO     | decorated_function:187 | [1767454673237-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:37:53 | MedicalAI | INFO     | decorated_function:189 | [1767454673237-139636122853888] 请求成功
2026-01-03 23:37:53 | MedicalAI | INFO     | decorated_function:187 | [1767454673513-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:37:53 | MedicalAI | INFO     | decorated_function:189 | [1767454673513-139636122853888] 请求成功
2026-01-03 23:37:53 | MedicalAI | INFO     | decorated_function:187 | [1767454673681-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:37:53 | MedicalAI | INFO     | decorated_function:189 | [1767454673681-139636122853888] 请求成功
2026-01-03 23:37:53 | MedicalAI | INFO     | decorated_function:187 | [1767454673850-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:37:53 | MedicalAI | INFO     | decorated_function:189 | [1767454673850-139636122853888] 请求成功
2026-01-03 23:37:54 | MedicalAI | INFO     | decorated_function:187 | [1767454674048-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:37:54 | MedicalAI | INFO     | decorated_function:189 | [1767454674048-139636122853888] 请求成功
2026-01-03 23:37:54 | MedicalAI | INFO     | decorated_function:187 | [1767454674213-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:37:54 | MedicalAI | INFO     | decorated_function:189 | [1767454674213-139636122853888] 请求成功
2026-01-03 23:37:54 | MedicalAI | INFO     | decorated_function:187 | [1767454674374-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:37:54 | MedicalAI | INFO     | decorated_function:189 | [1767454674374-139636122853888] 请求成功
2026-01-03 23:37:54 | MedicalAI | INFO     | decorated_function:187 | [1767454674545-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:37:54 | MedicalAI | INFO     | decorated_function:189 | [1767454674545-139636122853888] 请求成功
2026-01-03 23:37:54 | MedicalAI | INFO     | decorated_function:187 | [1767454674713-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:37:54 | MedicalAI | INFO     | decorated_function:189 | [1767454674713-139636122853888] 请求成功
2026-01-03 23:38:12 | MedicalAI | INFO     | decorated_function:187 | [1767454692235-139636122853888] 请求开始: POST /api/ollama/generate
2026-01-03 23:38:12 | MedicalAI | INFO     | ollama_generate:812 | Ollama生成请求: model=qwen2.5, stream=False
2026-01-03 23:38:12 | MedicalAI | INFO     | generate:536 | Ollama请求: model=qwen2.5, stream=False, prompt_len=2375
2026-01-03 23:38:16 | MedicalAI | INFO     | generate:574 | Ollama响应完成: 783字符, 耗时: 4.00秒
2026-01-03 23:38:16 | MedicalAI | INFO     | decorated_function:189 | [1767454692235-139636122853888] 请求成功
2026-01-03 23:39:00 | MedicalAI | INFO     | decorated_function:187 | [1767454740974-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:39:00 | MedicalAI | INFO     | decorated_function:189 | [1767454740974-139636122853888] 请求成功
2026-01-03 23:39:01 | MedicalAI | INFO     | decorated_function:187 | [1767454741152-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:39:01 | MedicalAI | INFO     | decorated_function:189 | [1767454741152-139636122853888] 请求成功
2026-01-03 23:39:01 | MedicalAI | INFO     | decorated_function:187 | [1767454741327-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:39:01 | MedicalAI | INFO     | decorated_function:189 | [1767454741327-139636122853888] 请求成功
2026-01-03 23:39:01 | MedicalAI | INFO     | decorated_function:187 | [1767454741497-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:39:01 | MedicalAI | INFO     | decorated_function:189 | [1767454741497-139636122853888] 请求成功
2026-01-03 23:39:01 | MedicalAI | INFO     | decorated_function:187 | [1767454741674-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:39:01 | MedicalAI | INFO     | decorated_function:189 | [1767454741674-139636122853888] 请求成功
2026-01-03 23:39:01 | MedicalAI | INFO     | decorated_function:187 | [1767454741865-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:39:01 | MedicalAI | INFO     | decorated_function:189 | [1767454741865-139636122853888] 请求成功
2026-01-03 23:39:02 | MedicalAI | INFO     | decorated_function:187 | [1767454742090-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:39:02 | MedicalAI | INFO     | decorated_function:189 | [1767454742090-139636122853888] 请求成功
2026-01-03 23:39:02 | MedicalAI | INFO     | decorated_function:187 | [1767454742275-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:39:02 | MedicalAI | INFO     | decorated_function:189 | [1767454742275-139636122853888] 请求成功
2026-01-03 23:39:02 | MedicalAI | INFO     | decorated_function:187 | [1767454742461-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:39:02 | MedicalAI | INFO     | decorated_function:189 | [1767454742461-139636122853888] 请求成功
2026-01-03 23:39:02 | MedicalAI | INFO     | decorated_function:187 | [1767454742621-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:39:02 | MedicalAI | INFO     | decorated_function:189 | [1767454742621-139636122853888] 请求成功
2026-01-03 23:39:02 | MedicalAI | INFO     | decorated_function:187 | [1767454742786-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:39:02 | MedicalAI | INFO     | decorated_function:189 | [1767454742786-139636122853888] 请求成功
2026-01-03 23:39:02 | MedicalAI | INFO     | decorated_function:187 | [1767454742956-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:39:02 | MedicalAI | INFO     | decorated_function:189 | [1767454742956-139636122853888] 请求成功
2026-01-03 23:39:03 | MedicalAI | INFO     | decorated_function:187 | [1767454743124-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:39:03 | MedicalAI | INFO     | decorated_function:189 | [1767454743124-139636122853888] 请求成功
2026-01-03 23:39:03 | MedicalAI | INFO     | decorated_function:187 | [1767454743288-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:39:03 | MedicalAI | INFO     | decorated_function:189 | [1767454743288-139636122853888] 请求成功
2026-01-03 23:39:03 | MedicalAI | INFO     | decorated_function:187 | [1767454743454-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:39:03 | MedicalAI | INFO     | decorated_function:189 | [1767454743454-139636122853888] 请求成功
2026-01-03 23:39:03 | MedicalAI | INFO     | decorated_function:187 | [1767454743618-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:39:03 | MedicalAI | INFO     | decorated_function:189 | [1767454743618-139636122853888] 请求成功
2026-01-03 23:39:03 | MedicalAI | INFO     | decorated_function:187 | [1767454743782-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:39:03 | MedicalAI | INFO     | decorated_function:189 | [1767454743782-139636122853888] 请求成功
2026-01-03 23:39:03 | MedicalAI | INFO     | decorated_function:187 | [1767454743951-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:39:03 | MedicalAI | INFO     | decorated_function:189 | [1767454743951-139636122853888] 请求成功
2026-01-03 23:39:04 | MedicalAI | INFO     | decorated_function:187 | [1767454744119-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:39:04 | MedicalAI | INFO     | decorated_function:189 | [1767454744119-139636122853888] 请求成功
2026-01-03 23:39:04 | MedicalAI | INFO     | decorated_function:187 | [1767454744287-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:39:04 | MedicalAI | INFO     | decorated_function:189 | [1767454744287-139636122853888] 请求成功
2026-01-03 23:39:04 | MedicalAI | INFO     | decorated_function:187 | [1767454744459-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:39:04 | MedicalAI | INFO     | decorated_function:189 | [1767454744459-139636122853888] 请求成功
2026-01-03 23:39:04 | MedicalAI | INFO     | decorated_function:187 | [1767454744620-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:39:04 | MedicalAI | INFO     | decorated_function:189 | [1767454744620-139636122853888] 请求成功
2026-01-03 23:39:04 | MedicalAI | INFO     | decorated_function:187 | [1767454744786-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:39:04 | MedicalAI | INFO     | decorated_function:189 | [1767454744786-139636122853888] 请求成功
2026-01-03 23:39:04 | MedicalAI | INFO     | decorated_function:187 | [1767454744954-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:39:04 | MedicalAI | INFO     | decorated_function:189 | [1767454744954-139636122853888] 请求成功
2026-01-03 23:39:05 | MedicalAI | INFO     | decorated_function:187 | [1767454745122-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:39:05 | MedicalAI | INFO     | decorated_function:189 | [1767454745122-139636122853888] 请求成功
2026-01-03 23:39:05 | MedicalAI | INFO     | decorated_function:187 | [1767454745290-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:39:05 | MedicalAI | INFO     | decorated_function:189 | [1767454745290-139636122853888] 请求成功
2026-01-03 23:39:05 | MedicalAI | INFO     | decorated_function:187 | [1767454745463-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:39:05 | MedicalAI | INFO     | decorated_function:189 | [1767454745463-139636122853888] 请求成功
2026-01-03 23:39:05 | MedicalAI | INFO     | decorated_function:187 | [1767454745629-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:39:05 | MedicalAI | INFO     | decorated_function:189 | [1767454745629-139636122853888] 请求成功
2026-01-03 23:39:05 | MedicalAI | INFO     | decorated_function:187 | [1767454745801-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:39:05 | MedicalAI | INFO     | decorated_function:189 | [1767454745801-139636122853888] 请求成功
2026-01-03 23:39:05 | MedicalAI | INFO     | decorated_function:187 | [1767454745965-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:39:05 | MedicalAI | INFO     | decorated_function:189 | [1767454745965-139636122853888] 请求成功
2026-01-03 23:39:06 | MedicalAI | INFO     | decorated_function:187 | [1767454746138-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:39:06 | MedicalAI | INFO     | decorated_function:189 | [1767454746138-139636122853888] 请求成功
2026-01-03 23:39:06 | MedicalAI | INFO     | decorated_function:187 | [1767454746304-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:39:06 | MedicalAI | INFO     | decorated_function:189 | [1767454746304-139636122853888] 请求成功
2026-01-03 23:39:06 | MedicalAI | INFO     | decorated_function:187 | [1767454746478-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:39:06 | MedicalAI | INFO     | decorated_function:189 | [1767454746478-139636122853888] 请求成功
2026-01-03 23:39:06 | MedicalAI | INFO     | decorated_function:187 | [1767454746649-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:39:06 | MedicalAI | INFO     | decorated_function:189 | [1767454746649-139636122853888] 请求成功
2026-01-03 23:39:06 | MedicalAI | INFO     | decorated_function:187 | [1767454746809-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:39:06 | MedicalAI | INFO     | decorated_function:189 | [1767454746809-139636122853888] 请求成功
2026-01-03 23:39:06 | MedicalAI | INFO     | decorated_function:187 | [1767454746982-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:39:06 | MedicalAI | INFO     | decorated_function:189 | [1767454746982-139636122853888] 请求成功
2026-01-03 23:39:07 | MedicalAI | INFO     | decorated_function:187 | [1767454747148-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:39:07 | MedicalAI | INFO     | decorated_function:189 | [1767454747148-139636122853888] 请求成功
2026-01-03 23:39:07 | MedicalAI | INFO     | decorated_function:187 | [1767454747312-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:39:07 | MedicalAI | INFO     | decorated_function:189 | [1767454747312-139636122853888] 请求成功
2026-01-03 23:39:07 | MedicalAI | INFO     | decorated_function:187 | [1767454747571-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:39:07 | MedicalAI | INFO     | decorated_function:189 | [1767454747571-139636122853888] 请求成功
2026-01-03 23:39:07 | MedicalAI | INFO     | decorated_function:187 | [1767454747745-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:39:07 | MedicalAI | INFO     | decorated_function:189 | [1767454747745-139636122853888] 请求成功
2026-01-03 23:39:07 | MedicalAI | INFO     | decorated_function:187 | [1767454747914-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:39:07 | MedicalAI | INFO     | decorated_function:189 | [1767454747914-139636122853888] 请求成功
2026-01-03 23:39:08 | MedicalAI | INFO     | decorated_function:187 | [1767454748080-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:39:08 | MedicalAI | INFO     | decorated_function:189 | [1767454748080-139636122853888] 请求成功
2026-01-03 23:39:08 | MedicalAI | INFO     | decorated_function:187 | [1767454748245-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:39:08 | MedicalAI | INFO     | decorated_function:189 | [1767454748245-139636122853888] 请求成功
2026-01-03 23:39:08 | MedicalAI | INFO     | decorated_function:187 | [1767454748410-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:39:08 | MedicalAI | INFO     | decorated_function:189 | [1767454748410-139636122853888] 请求成功
2026-01-03 23:39:08 | MedicalAI | INFO     | decorated_function:187 | [1767454748575-139636122853888] 请求开始: POST /api/predict
2026-01-03 23:39:08 | MedicalAI | INFO     | decorated_function:189 | [1767454748575-139636122853888] 请求成功
2026-01-03 23:39:08 | MedicalAI | INFO     | decorated_function:187 | [1767454748743-139636122853888] 请求开始: POST /api/predict
